title_raw,title_native,region,archetype_id,sub_industry,level,normalized_title,function,notes
Country Manager China,Country Manager China,Global,any,,3,Country Manager — China,Strategy,Country head with explicit geo suffix.
Country Manager Singapore,Country Manager Singapore,Global,any,,3,Country Manager — Singapore,Strategy,Country head with explicit geo suffix.
Country Manager Brazil,Country Manager Brazil,Global,any,,3,Country Manager — Brazil,Strategy,Country head with explicit geo suffix.
Country Manager Mexico,Country Manager Mexico,Global,any,,3,Country Manager — Mexico,Strategy,Country head with explicit geo suffix.
Country Manager Korea,Country Manager Korea,Global,any,,3,Country Manager — Korea,Strategy,Country head with explicit geo suffix.
# ═══════════════════════════════════════════════════════════════════════════════
# AFRICA — English-language corporate titles (pan-African + South Africa JSE)
# ═══════════════════════════════════════════════════════════════════════════════
Group CEO,Group CEO,Africa,any,,1,Group CEO,Strategy,JSE-listed South Africa standard; group-level CEO
Group Managing Director,Group Managing Director,Africa,any,,1,Group Managing Director,Strategy,
Group MD,Group MD,Africa,any,,1,Group Managing Director,Strategy,
Non-Executive Director,Non-Executive Director,Africa,any,,1,NED,Strategy,JSE statutory board position (King IV)
Independent Non-Executive Director,Independent Non-Executive Director,Africa,any,,1,INED,Strategy,King IV governance requirement
Lead Independent Director,Lead Independent Director,Africa,any,,1,Lead Independent Director,Strategy,JSE Listings Requirements
Executive Director,Executive Director,Africa,any,,1,Executive Director (Board),Strategy,"JSE statutory board position; sits on board, runs a division"
MD/CEO,MD/CEO,Africa,banking,,1,MD/CEO,Strategy,Nigerian banking sector: CBN-prescribed combined title
Managing Director/CEO,Managing Director/CEO,Africa,banking,,1,MD/CEO,Strategy,
Managing Director,Managing Director,Africa,any,,2,Managing Director,Strategy,Country or subsidiary MD; C-1 to Group CEO
Deputy Managing Director,Deputy Managing Director,Africa,any,,2,Deputy Managing Director,Strategy,
Group Executive,Group Executive,Africa,any,,2,Group Executive,Strategy,ExCo member in SA JSE-listed groups
Executive Head,Executive Head,Africa,any,,2,Executive Head,Operations,SA financial-services standard ExCo title
Chief Transformation Officer,Chief Transformation Officer,Africa,any,,2,Chief Transformation Officer,HR,B-BBEE transformation mandate; South Africa
Divisional Managing Director,Divisional Managing Director,Africa,any,,2,Divisional Managing Director,Operations,
Regional Managing Director,Regional Managing Director,Africa,any,,2,Regional Managing Director,Strategy,
Executive Manager,Executive Manager,Africa,any,,2,Executive Manager,Operations,
General Manager,General Manager,Africa,any,,3,General Manager,Operations,
Divisional Director,Divisional Director,Africa,any,,3,Divisional Director,Operations,
Regional Director,Regional Director,Africa,any,,4,Regional Director,Operations,
Head of Department,Head of Department,Africa,any,,4,Head of Department,Operations,
Senior Manager,Senior Manager,Africa,any,,5,Senior Manager,Operations,
Area Manager,Area Manager,Africa,any,,5,Area Manager,Operations,
Manager,Manager,Africa,any,,7,Manager,Operations,
Transformation Manager,Transformation Manager,Africa,any,,7,Transformation Manager,HR,B-BBEE compliance role
# Africa — Banking (Nigeria + Kenya + SA)
Executive Director,Executive Director,Africa,banking,,2,Executive Director — Bank,Strategy,"CBN requires banks to designate EDs, who sit on board as executives"
Deputy Managing Director,Deputy Managing Director,Africa,banking,,2,Deputy MD — Bank,Strategy,
Zone Head,Zone Head,Africa,banking,,3,Zone Head,Retail Banking,Nigerian/Kenyan bank zonal structure
Cluster Head,Cluster Head,Africa,banking,,4,Cluster Head,Retail Banking,
Branch Manager,Branch Manager,Africa,banking,,7,Branch Manager,Retail Banking,
Relationship Manager,Relationship Manager,Africa,banking,,7,Relationship Manager,Commercial Banking,
# Africa — Mining (South Africa JSE miners; Zambia; DRC; Zimbabwe)
Mine Manager,Mine Manager,Africa,process_industries,,3,Mine Manager,Operations,Statutory role under SA Mine Health and Safety Act
Underground Manager,Underground Manager,Africa,process_industries,,4,Underground Manager,Operations,
Mine Superintendent,Mine Superintendent,Africa,process_industries,,4,Mine Superintendent,Operations,
Chief Mining Engineer,Chief Mining Engineer,Africa,process_industries,,4,Chief Mining Engineer,Engineering,
Rock Engineer,Rock Engineer,Africa,process_industries,,6,Rock Engineer,Engineering,
Metallurgist,Metallurgist,Africa,process_industries,,8,Metallurgist,Engineering,
Plant Manager,Plant Manager,Africa,process_industries,,4,Plant Manager,Operations,
# Africa — Public Sector (South Africa national government grades)
Director-General,Director-General,Africa,public_sector_ngo,,1,Director-General,Strategy,Permanent head of a SA government department
Deputy Director-General,Deputy Director-General,Africa,public_sector_ngo,,2,Deputy Director-General,Strategy,
Chief Director,Chief Director,Africa,public_sector_ngo,,3,Chief Director,Strategy,SA public service salary level 14-15
Director,Director,Africa,public_sector_ngo,,4,Director — Civil Service,Strategy,SA public service salary level 13
Deputy Director,Deputy Director,Africa,public_sector_ngo,,5,Deputy Director — Civil Service,Strategy,SA public service salary level 11-12
Assistant Director,Assistant Director,Africa,public_sector_ngo,,6,Assistant Director,Strategy,
# Africa — Retail / Consumer
District Manager,District Manager,Africa,retail_hospitality,,5,District Manager,Operations,
Area Manager,Area Manager,Africa,retail_hospitality,,5,Area Manager,Operations,
Store Manager,Store Manager,Africa,retail_hospitality,,7,Store Manager,Operations,
# Africa — Arabic titles (North Africa: Egypt / Morocco / Algeria / Tunisia)
Mudir Aam,مدير عام,Africa,any,,2,General Manager,Operations,North Africa: رئيس تنفيذي (CEO) often used by multinationals
Mudir,مدير,Africa,any,,6,Manager / Director,Operations,
Nayib Mudir Aam,نائب المدير العام,Africa,any,,2,Deputy General Manager,Operations,
Rayis Majlis Al-Idara,رئيس مجلس الإدارة,Africa,any,,1,Chairman of Board,Strategy,
Rayis Tanfidhi,رئيس تنفيذي,Africa,any,,1,CEO,Strategy,Used by modern corporations in North Africa
# Africa — French titles (Francophone West & Central Africa)
Directeur Général,Directeur Général,Africa,any,,1,CEO,Strategy,Francophone Africa equivalent of CEO
Directeur Général Adjoint,Directeur Général Adjoint,Africa,any,,2,Deputy CEO,Strategy,
Directeur,Directeur,Africa,any,,4,Director,Operations,
Gérant,Gérant,Africa,any,,2,Managing Director,Strategy,Used in SARL structures in Francophone Africa
Directeur Régional,Directeur Régional,Africa,retail_hospitality,,4,Regional Director,Operations,
Responsable,Responsable,Africa,any,,7,Manager,Operations,
# ═══════════════════════════════════════════════════════════════════════════════
# RUSSIA / CIS — Cyrillic and English-equivalent corporate titles
# ═══════════════════════════════════════════════════════════════════════════════
# Level 1 — CEO / Board / Chairman (Cyrillic native titles)
Генеральный директор,Генеральный директор,Russia,any,,1,General Director / CEO,Strategy,Most common CEO equivalent in Russian corporations
Президент,Президент,Russia,any,,1,President,Strategy,"Used by largest state-owned and private companies; Rosneft, Lukoil, Sberbank"
Председатель,Председатель,Russia,any,,1,Chairman,Strategy,Board chairman (совет директоров)
Председатель совета директоров,Председатель совета директоров,Russia,any,,1,Chairman of Board of Directors,Strategy,
Председатель наблюдательного совета,Председатель наблюдательного совета,Russia,any,,1,Chairman of Supervisory Board,Strategy,
# Level 1 — C-Suite functional (Cyrillic)
Финансовый директор,Финансовый директор,Russia,any,,1,CFO,Finance,
Технический директор,Технический директор,Russia,any,,1,CTO,R&D,
# Level 2 — Deputy / Functional directors (Cyrillic)
Первый заместитель генерального директора,Первый заместитель генерального директора,Russia,any,,2,First Deputy General Director,Strategy,
Заместитель генерального директора,Заместитель генерального директора,Russia,any,,2,Deputy General Director,Strategy,
Операционный директор,Операционный директор,Russia,any,,2,COO,Operations,
Коммерческий директор,Коммерческий директор,Russia,any,,2,Commercial Director,Sales,
Директор по персоналу,Директор по персоналу,Russia,any,,2,HR Director / CHRO,HR,
Директор по информационным технологиям,Директор по информационным технологиям,Russia,any,,2,IT Director / CIO,IT,
Исполнительный директор,Исполнительный директор,Russia,any,,2,Executive Director,Strategy,
Вице-президент,Вице-президент,Russia,any,,2,Vice President,Operations,
# Level 3 — Functional directors (Cyrillic)
Директор по маркетингу,Директор по маркетингу,Russia,any,,3,Marketing Director,Marketing,
Директор по продажам,Директор по продажам,Russia,any,,3,Sales Director,Sales,
Директор по развитию,Директор по развитию,Russia,any,,3,Development Director,Strategy,
Директор по логистике,Директор по логистике,Russia,any,,3,Logistics Director,Supply Chain,
Директор по безопасности,Директор по безопасности,Russia,any,,3,Security Director,Operations,
Директор по качеству,Директор по качеству,Russia,any,,3,Quality Director,Quality,
Директор по закупкам,Директор по закупкам,Russia,any,,3,Procurement Director,Procurement,
Региональный директор,Региональный директор,Russia,any,,3,Regional Director,Operations,
Главный инженер,Главный инженер,Russia,any,,3,Chief Engineer,Engineering,Key statutory technical role in Russian industrial law
Главный инженер,Главный инженер,Russia,process_industries,,3,Chief Engineer,Engineering,
Главный инженер,Главный инженер,Russia,industrial_asset_heavy,,3,Chief Engineer,Engineering,
# Level 4 — Director / Branch-level (Cyrillic)
Директор,Директор,Russia,any,,4,Director,Operations,
Директор филиала,Директор филиала,Russia,any,,4,Branch Director,Operations,
Директор департамента,Директор департамента,Russia,any,,4,Department Director,Operations,
Директор завода,Директор завода,Russia,industrial_asset_heavy,,4,Plant Director,Manufacturing,
Директор завода,Директор завода,Russia,process_industries,,4,Plant Director,Operations,
Главный геолог,Главный геолог,Russia,process_industries,,4,Chief Geologist,Engineering,
Главный бухгалтер,Главный бухгалтер,Russia,any,,5,Chief Accountant,Finance,Statutory role under Russian accounting legislation
# Level 5 — Division heads (Cyrillic)
Начальник управления,Начальник управления,Russia,any,,5,Head of Division,Operations,
Руководитель направления,Руководитель направления,Russia,any,,5,Stream Head / Practice Head,Strategy,
# Level 6 — Section/department managers (Cyrillic)
Начальник отдела,Начальник отдела,Russia,any,,6,Section Head,Operations,
Руководитель отдела,Руководитель отдела,Russia,any,,6,Department Manager,Operations,
# Level 7 — Line managers (Cyrillic)
Руководитель,Руководитель,Russia,any,,7,Manager / Head,Operations,Generic manager title
Менеджер,Менеджер,Russia,any,,7,Manager,Operations,
Ведущий менеджер,Ведущий менеджер,Russia,any,,6,Senior Manager,Operations,
# Level 8-10 — Individual contributors (Cyrillic)
Ведущий специалист,Ведущий специалист,Russia,any,,8,Leading Specialist,Operations,
Старший специалист,Старший специалист,Russia,any,,9,Senior Specialist,Operations,
Специалист,Специалист,Russia,any,,10,Specialist,Operations,
# Russia — Banking (Sberbank / VTB / Alfa-Bank board structure)
Председатель правления,Председатель правления,Russia,banking,,1,Chairman of Management Board,Strategy,"Standard for Russian banks; e.g. Sberbank, VTB"
Президент-председатель правления,Президент-председатель правления,Russia,banking,,1,President-Chairman of Management Board,Strategy,
Заместитель председателя правления,Заместитель председателя правления,Russia,banking,,2,Deputy Chairman of Management Board,Strategy,
Старший вице-президент,Старший вице-президент,Russia,banking,,3,Senior Vice President,Operations,
Управляющий филиалом,Управляющий филиалом,Russia,banking,,6,Branch Manager,Retail Banking,
Начальник отдела,Начальник отдела,Russia,banking,,6,Department Head,Operations,
# Russia — Oil & Gas (Rosneft / Lukoil / Gazprom / Novatek structure)
Президент,Президент,Russia,process_industries,,1,President / CEO,Strategy,"Rosneft and Lukoil use President, not Генеральный директор"
Первый вице-президент,Первый вице-президент,Russia,process_industries,,2,First Vice President,Operations,
Вице-президент,Вице-президент,Russia,process_industries,,2,Vice President,Operations,
Начальник департамента,Начальник департамента,Russia,process_industries,,4,Department Head,Operations,
# Russia — English-equivalent titles (used by Russian companies internationally)
General Director,General Director,Russia,any,,1,General Director / CEO,Strategy,
First Deputy General Director,First Deputy General Director,Russia,any,,2,First Deputy General Director,Strategy,
Deputy General Director,Deputy General Director,Russia,any,,2,Deputy General Director,Strategy,
Chief Engineer,Chief Engineer,Russia,industrial_asset_heavy,,3,Chief Engineer,Engineering,
Chief Engineer,Chief Engineer,Russia,process_industries,,3,Chief Engineer,Engineering,
Vice President,Vice President,Russia,any,,3,VP,Operations,
